instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,cluster,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,is_weekend
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,1,4082,3,0,6,23,0,4,1,1,0.7,0.6667,0.74,0.2836,15,90,105,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4083,3,0,6,0,0,5,1,1,0.68,0.6364,0.79,0.194,10,53,63,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4084,3,0,6,1,0,5,1,1,0.66,0.6061,0.83,0.3284,8,20,28,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4085,3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,4,10,14,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4086,3,0,6,3,0,5,1,1,0.66,0.6061,0.83,0.1642,1,4,5,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4087,3,0,6,4,0,5,1,1,0.66,0.6061,0.83,0.0896,1,8,9,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4088,3,0,6,5,0,5,1,1,0.64,0.5758,0.89,0.0896,2,18,20,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4089,3,0,6,6,0,5,1,1,0.66,0.6061,0.83,0.1343,4,87,91,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4090,3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,21,247,268,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4091,3,0,6,8,0,5,1,1,0.7,0.6667,0.74,0.2239,27,439,466,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4092,3,0,6,9,0,5,1,1,0.74,0.6818,0.62,0.1343,28,203,231,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4093,3,0,6,10,0,5,1,1,0.8,0.7273,0.43,0.2836,43,102,145,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4094,3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,56,147,203,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4095,3,0,6,12,0,5,1,1,0.8,0.7121,0.41,0.2836,51,150,201,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4096,3,0,6,13,0,5,1,1,0.8,0.7121,0.36,0.2239,43,178,221,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4097,3,0,6,14,0,5,1,1,0.78,0.697,0.43,0.2836,67,162,229,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4098,3,0,6,15,0,5,1,1,0.82,0.7273,0.34,0.3881,69,147,216,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4099,3,0,6,16,0,5,1,1,0.8,0.697,0.33,0.4179,80,247,327,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4100,3,0,6,17,0,5,1,1,0.76,0.6667,0.37,0.2537,85,472,557,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4101,3,0,6,18,0,5,1,1,0.76,0.6667,0.37,0.2985,87,365,452,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4102,3,0,6,19,0,5,1,1,0.74,0.6515,0.4,0.2239,92,293,385,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4103,3,0,6,20,0,5,1,1,0.72,0.6515,0.45,0.1642,66,222,288,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4104,3,0,6,21,0,5,1,1,0.7,0.6515,0.48,0.1343,50,183,233,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4105,3,0,6,22,0,5,1,1,0.7,0.6515,0.48,0.0,41,126,167,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2,4106,3,0,6,23,0,5,1,1,0.68,0.6364,0.51,0.1343,33,139,172,0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4107,3,0,6,0,0,6,0,1,0.68,0.6364,0.47,0.1642,19,97,116,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4108,3,0,6,1,0,6,0,1,0.66,0.6212,0.5,0.1642,20,75,95,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4109,3,0,6,2,0,6,0,2,0.66,0.6212,0.5,0.194,8,51,59,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4110,3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.194,18,21,39,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4111,3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.194,7,4,11,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4112,3,0,6,5,0,6,0,1,0.62,0.6061,0.61,0.1343,6,8,14,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4113,3,0,6,6,0,6,0,1,0.64,0.6212,0.57,0.2239,12,17,29,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4114,3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,7,35,42,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4115,3,0,6,8,0,6,0,1,0.7,0.6515,0.48,0.2537,27,85,112,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4116,3,0,6,9,0,6,0,1,0.72,0.6515,0.45,0.2537,47,139,186,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4117,3,0,6,10,0,6,0,1,0.72,0.6515,0.45,0.194,99,203,302,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4118,3,0,6,11,0,6,0,1,0.74,0.6667,0.42,0.0,122,209,331,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4119,3,0,6,12,0,6,0,1,0.74,0.6515,0.4,0.2836,140,252,392,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4120,3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,140,231,371,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4121,3,0,6,14,0,6,0,1,0.74,0.6667,0.45,0.2985,151,232,383,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4122,3,0,6,15,0,6,0,1,0.74,0.6667,0.45,0.0,157,235,392,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4123,3,0,6,16,0,6,0,1,0.76,0.6818,0.43,0.2985,175,235,410,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4124,3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,152,247,399,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4125,3,0,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,108,199,307,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4126,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,121,254,375,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4127,3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.194,74,195,269,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4128,3,0,6,21,0,6,0,1,0.68,0.6364,0.51,0.1642,62,140,202,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4129,3,0,6,22,0,6,0,1,0.68,0.6364,0.47,0.194,61,126,187,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2,4130,3,0,6,23,0,6,0,2,0.66,0.6212,0.5,0.2985,49,130,179,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4131,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0.0,30,85,115,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4132,3,0,6,1,0,0,0,1,0.64,0.6212,0.53,0.1045,17,73,90,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4133,3,0,6,2,0,0,0,1,0.62,0.6212,0.57,0.1045,17,70,87,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4134,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,12,22,34,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4135,3,0,6,4,0,0,0,1,0.6,0.6061,0.64,0.0896,3,8,11,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4136,3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0.0,3,9,12,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4137,3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0.0,7,13,20,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4138,3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0.0,24,27,51,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4139,3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.194,29,78,107,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4140,3,0,6,9,0,0,0,1,0.66,0.6212,0.54,0.0896,75,131,206,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4141,3,0,6,10,0,0,0,1,0.72,0.6667,0.48,0.1045,136,196,332,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4142,3,0,6,11,0,0,0,1,0.72,0.6515,0.45,0.1343,127,219,346,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4143,3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,175,268,443,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4144,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0.0,197,245,442,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4145,3,0,6,14,0,0,0,1,0.74,0.6515,0.4,0.1343,197,246,443,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4146,3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0.0,174,229,403,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4147,3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.194,177,278,455,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4148,3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,178,243,421,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4149,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,117,265,382,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4150,3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,89,228,317,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4151,3,0,6,20,0,0,0,2,0.7,0.6515,0.48,0.1045,55,158,213,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4152,3,0,6,21,0,0,0,2,0.7,0.6515,0.54,0.1045,48,135,183,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4153,3,0,6,22,0,0,0,1,0.7,0.6515,0.51,0.0,19,95,114,1
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2,4154,3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,14,64,78,1
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4155,3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,7,25,32,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4156,3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,4,11,15,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4157,3,0,6,2,0,1,1,3,0.62,0.5909,0.78,0.1343,3,3,6,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4158,3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,0,2,2,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4159,3,0,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642,1,8,9,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4160,3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,1,21,22,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4161,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,4,90,94,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4162,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,14,247,261,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4163,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.194,29,418,447,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4164,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0.0,37,150,187,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4165,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,55,95,150,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4166,3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0.0,55,95,150,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4167,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0,40,130,170,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4168,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,37,127,164,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4169,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4170,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0,76,126,202,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4171,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,53,222,275,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4172,3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343,90,514,604,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4173,3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0.0,79,512,591,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4174,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.194,56,340,396,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4175,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,54,251,305,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4176,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0.0,52,190,242,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4177,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0.0,33,112,145,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,4178,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0,16,65,81,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4179,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343,5,25,30,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4180,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0.0,5,8,13,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4181,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0.0,2,9,11,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4182,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0,0,2,2,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4183,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0,1,7,8,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4184,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0,1,20,21,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4185,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,7,117,124,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4186,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194,27,320,347,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4187,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,39,417,456,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4188,3,0,6,9,0,2,1,1,0.74,0.697,0.7,0.0,38,208,246,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4189,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,45,112,157,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4190,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0.0,49,118,167,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4191,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,41,161,202,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4192,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0,33,156,189,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4193,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,117,160,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4194,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0,39,127,166,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4195,3,0,6,16,0,2,1,1,0.86,0.803,0.47,0.2836,41,220,261,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4196,3,0,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836,70,509,579,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4197,3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68,436,504,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4198,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44,255,299,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4199,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0.0,50,246,296,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4200,3,0,6,21,0,2,1,1,0.74,0.697,0.66,0.2836,31,164,195,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4201,3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,30,104,134,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,4202,3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,23,58,81,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4203,3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,11,25,36,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4204,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10,18,28,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4205,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,7,9,16,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4206,3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,2,3,5,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4207,3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,0,5,5,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4208,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.194,3,19,22,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4209,3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,12,104,116,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4210,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,318,336,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4211,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41,499,540,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4212,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,32,189,221,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4213,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,31,95,126,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4214,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,117,170,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4215,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4216,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,186,231,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4217,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,138,188,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4218,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43,146,189,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4219,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,268,328,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4220,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4221,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78,510,588,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2,4222,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341,401,0
